date,reaction_count,top_react,comment_count,full_content,emojis,hashtags
2024-05-05 20:00:00,12683,"Thích, Yêu thích và Thương thương",100,"BIA SAIGON - TỰ HÀO VĂN HÓA BIA CÁC VÙNG MIỀN Mọi cuộc vui của 3 miền luôn đa dạng các món ẩm thực đặc sắc từ nem rán miền Bắc đến chả giò miền Nam hay món gỏi mít hấp dẫn ở miền Trung Dù nhâm nhi món nào cũng không thể thiếu hình ảnh quen thuộc của bia quốc dân - Bia Saigon, uống cùng món ăn đặc trưng miền nào cũng hợp, cũng ngon, thỏa mãn mọi khẩu vị! 🍻 Hãy khoe ngay bên dưới đặc sản nơi bạn ở để “bắt cặp” cùng dòng Bia Saigon bạn yêu thích nhé! 🍜🍲🥗 #BiaSaigon #BiaSaigonLager #BiaSaigonExportPremium
———
*Đã uống rượu, bia - Không lái xe
*Người dưới 18 tuổi không được uống rượu, bia
*Uống rượu, bia có trách nhiệm",🍻🍜🍲🥗,"['#BiaSaigon', '#BiaSaigonLager', '#BiaSaigonExportPremium']"
2024-05-03 20:00:00,6123,"Thích, Yêu thích và Thương thương",205,"KHUI BIA CHẤT - VUI HÈ HẾT NẤC
CƠ HỘI RINH VÀNG VỀ DINH CHO ANH EM CHUYẾN NÀY!!! 🍺 Thưởng thức bia chất hè này được nâng cấp độ chất lên tới nóc khi cứ khui bia là có cơ hội sở hữu hiện kim chất lượng: ✨ 100 Giải Nhất mỗi giải 5 CHỈ VÀNG 999.9
✨ 1000 Giải Nhì mỗi giải 2 TRIỆU TIỀN MẶT
✨ Hàng triệu giải tiền mặt 10.000 đồng và 20.000 đồng Khuyến mãi “KHUI BIA CHẤT - VUI HÈ HẾT NẤC"" diễn ra từ nay đến hết ngày 30/07/2024, tất cả những gì anh em cần làm chỉ là khui Bia Saigon Export Premium! Hè lai rai bia chất còn có cơ hội rinh vàng chất về dinh, vui hết nấc cỡ này là phải tham gia liền thôi anh em nhỉ?! Chi tiết xem: https://exportpremium.biasg.vn/ #BiaSaiGonExportPremium #BiaChatSongChat
*Người dưới 18 tuổi không được uống rượu, bia
*Đã uống rượu, bia - Không lái xe",🍺✨✨✨,"['#BiaSaiGonExportPremium', '#BiaChatSongChat']"
2024-04-28 10:00:00,9057,"Thích, Yêu thích và Wow",68,"NÂNG BIA QUỐC DÂN, TƯNG BỪNG QUỐC LỄ Mừng Quốc lễ 30/4 - 1/5 vui thả ga suốt 5 ngày nghỉ cùng Bia Saigon, đa dạng hương vị bia cho đa khoảnh khắc vui vẻ, sảng khoái bên người thân và bạn bè. 🍻Nâng Saigon Lager mang đến giây phút sum vầy ấm áp
🍻Nâng Saigon Special cho ngày lễ bừng chất riêng độc nhất
🍻Nâng Saigon Export Premium cho cuộc vui dài chất hết nấc
🍻Nâng Saigon Chill cho không khí thêm phần nhẹ chill mà đậm chất Tag ngay những người thân yêu để cùng lập kèo “cheer” Bia Saigon - Bia quốc dân, đón quốc lễ thật tưng bừng bạn nhé! #BiaSaigon #BiaSaigonLager #BiaSaigonSpecial #BiaSaigonExportPremium #BiaSaigonChill
———
*Đã uống rượu bia - Không lái xe
*Người dưới 18 tuổi không được uống rượu bia
*Uống rượu, bia có trách nhiệm",🍻🍻🍻🍻,"['#BiaSaigon', '#BiaSaigonLager', '#BiaSaigonSpecial', '#BiaSaigonExportPremium', '#BiaSaigonChill']"
2024-04-24 20:02:00,1277,"Thích, Yêu thích và Thương thương",14,"NÂNG BIA SAIGON, NÂNG TẦM TIỆC TẠI GIA Bia Saigon với đa dạng hương vị sẵn sàng yêu chiều mọi khẩu vị. Bữa tiệc tại nhà sẽ thêm hứng khởi và gắn kết tất cả, cho dù “gu” bạn thế nào. Từ Bia Saigon Lager vị quốc dân, đến Bia Saigon Special với hương vị đột phá đặc biệt hay Bia Saigon Chill nhẹ chill đậm chất 🍻 Chọn Bia Saigon, chọn bia quốc dân cho mọi khoảnh khắc chung vui. Đừng quên tag ngay hội bạn thân của bạn để lên kèo tại nhà cuối tuần này nhé! 💞 #BiaSaigon #BiaSaigonLager #BiaSaigonSpecial #BiaSaigonChill
———
*Đã uống rượu, bia - Không lái xe
*Người dưới 18 tuổi không được uống rượu, bia
*Uống rượu, bia có trách nhiệm",🍻💞,"['#BiaSaigon', '#BiaSaigonLager', '#BiaSaigonSpecial', '#BiaSaigonChill']"
2024-04-11 20:00:00,201,"Thích, Yêu thích và Thương thương",48,"TIỆC SINH NHẬT XỊN MIỄN BÀN
CHO KIM NGƯU SPECIAL Biết Kim Ngưu cẩn thận, kỹ tính nên Bia Saigon Special chơi lớn, bao tiệc chu đáo từ A-Z, Kim Ngưu chỉ việc đến tham gia! ❤️ Tiệc sinh nhật trị giá 5.000.000 VNĐ Social Local Nguyễn Huệ (ngày 20/04)
❤️ Không giới hạn bạn bè chung vui
❤️ Sự góp mặt của Special Guest: Lyly
❤️ Và 1 món quà bí ẩn từ nhà Special dành cho cả nhà khi tham gia Special Birthday! Số lượng có hạn, suy nghĩ nhiều hết chỗ là ráng chịu đó Kim Ngưu ơiii!
Comment nét tính cách đặc trưng cung Kim Ngưu của bạn - kèm [ngày sinh] + [số may mắn từ 100 - 999]
Ví dụ: Kim Ngưu kiên định, đã lên là không có xuống - 02/05 - 052 ♉ Hạn đăng ký kết thúc vào: 19/04
♉ Thời gian lên đồ quẩy tiệc cho cả nhà: 20/04 Số lượng có hạn. Nên bình thường mình cân nhắc, nghĩ ngợi chứ gặp kèo này thì nhanh tay đăng ký liền nha Kim Ngưu ơiii!
#BiaSaigonSpecial #NhinLaThaySpecial
*Ở mỗi tranh luận, quyết định cuối cùng sẽ thuộc về Bia Saigon Special",,"['#BiaSaigonSpecial', '#NhinLaThaySpecial']"
2024-03-31 20:00:00,433,"Thích, Yêu thích và Thương thương",21,"Bia Saigon năm thứ 4 liên tiếp đồng hành cùng Tiền Phong Marathon Kiên định với mục tiêu lan tỏa tinh thần rèn luyện thể thao, lối sống năng động, tích cực trong cộng đồng và chung tay quảng bá văn hóa, du lịch địa phương, Bia Saigon tiếp tục đồng hành cùng Tiền Phong Marathon lần thứ 65 diễn ra từ ngày 29 đến 31/3 tại Phú Yên. Tiền Phong Marathon là một trong những giải chạy quy mô và lâu đời nhất Việt Nam thu hút hơn 11.000 runners thuộc hệ chuyên nghiệp và phong trào từ khắp mọi miền đất nước. Bên cạnh các hoạt động đồng hành, năm nay Bia Saigon còn góp mặt với 60 runners từ Tổng công ty và các công ty thành viên ở khu vực miền Trung và Nam Trung Bộ. #SABECO #BiaSaigon #tienphongmarathon #dauchanmattroi",,"['#SABECO', '#BiaSaigon', '#tienphongmarathon', '#dauchanmattroi']"
2024-03-19 19:00:00,119,"Thích, Yêu thích và Thương thương",29,"TIN NÓNG: BAO TIỆC SINH NHẬT CỰC CHÁY
CHO BẠCH DƯƠNG NHIỆT THÀNH Xuân sang hè tới đổ lửa, cũng không nóng bằng tiệc sinh nhật cực cháy dành cho Bạch Dương nhiệt thành! Anh em Bạch Dương hãy nhanh tham gia! 🏆 Birthday Special Prize dành cho Bạch tại TP.HCM
❤️ Tiệc sinh nhật trị giá 5.000.000 VNĐ Social Local Nguyễn Huệ (ngày 23/03)
❤️ Không giới hạn bạn bè chung vui
❤️ Sự góp mặt của Special Guest: S.T Sơn Thạch
❤️ Và 1 món quà bí ẩn từ nhà Special dành cho cả nhà khi tham gia Special Birthday! Phải gọi bùng nổ luôn! Bạch Dương tham gia ngay kẻo cháy vé:
Comment nét tính cách đặc trưng cung Bảo Bình của bạn - kèm [ngày sinh] + [số may mắn từ 100 - 999]
Ví dụ: Bạch Dương nói là làm - 23/03 - 023 ♑️ Hạn đăng ký kết thúc vào: 22/03
♑️ Thời gian lên đồ quẩy tiệc cho cả nhà: 23/03 Tham gia ngay thôi! #BiaSaigonSpecial #NhinLaThaySpecial
*Ở mỗi tranh luận, quyết định cuối cùng sẽ thuộc về Bia Saigon Special",🏆,"['#BiaSaigonSpecial', '#NhinLaThaySpecial']"
2024-03-10 20:00:00,340,"Thích, Yêu thích và Thương thương",21,"BIA SAIGON,
TỰ HÀO THƯƠNG HIỆU CỦA NGƯỜI VIỆT
KHÔNG NGỪNG SÁNG TẠO VÌ NGƯỜI VIỆT 🍻Bia Saigon đã luôn “góp mặt"" trong những khoảnh khắc chung vui của người Việt Nam, kế thừa những giá trị Việt và không ngừng cải tiến để văn hoá ẩm thực nước ta có thêm nhiều trải nghiệm thú vị. 🌾Bia Saigon tự hào được làm nên từ đôi tay lành nghề của những người nghệ nhân Việt, tỉ mỉ lựa chọn nguyên liệu từ vùng đất phương Nam trù phú, kết hợp cùng quy trình nấu bia nghiêm ngặt, mang đến những sản phẩm đột phá với vị bia tuyệt hảo. 🌟Chọn bia Saigon để cùng làm nên những bữa tiệc đáng nhớ! Bạn có kỉ niệm nào thú vị cùng Bia Saigon không? Cùng comment bên dưới cho Bia Saigon biết với nhé! ❤ #BiaSaigon *Người dưới 18 tuổi không được uống rượu bia
*Đã uống rượu bia - Không lái xe",🍻🌾🌟,['#BiaSaigon']
2024-03-07 20:01:00,281,"Thích, Yêu thích và Thương thương",12,"BIA SAIGON CHÚC MỪNG NGÀY QUỐC TẾ PHỤ NỮ 8/3
NGÀY TÔN VINH NHỮNG NGƯỜI PHỤ NỮ 🌹 ✨Cùng Bia Saigon nâng ly để chúc mừng ngày của một nửa thế giới. Chúc chị em phụ nữ Việt Nam mỗi ngày luôn
💋Lôi cuốn và tuyệt hảo như Bia Saigon Export Premium
💃Mạnh mẽ và Special như Bia Saigon Special
🌬Dễ chịu và thư thái như Bia Saigon Chill Bia Saigon mong sẽ trở thành chất xúc tác mượt mà để ngày lễ dành riêng cho phái đẹp thêm phần say đắm và trọn vẹn!Đừng quên dành thời gian quý giá bên cạnh người phụ nữ của bạn nhé! 🍻 #BiaSaigon #Happywomensday *Người dưới 18 tuổi không được uống rượu bia
*Đã uống rượu bia - Không lái xe",🌹✨💋💃🌬🍻,"['#BiaSaigon', '#Happywomensday']"
2024-02-19 19:03:00,400,"Thích, Yêu thích và Thương thương",123,"BẢO BÌNH ĐẠP GIÓ
LÊN ĐỒ DỰ SINH NHẬT SPECIAL CÙNG CHỊ ĐẸP TRANG PHÁP Cái gì đẹp thì Bảo Bình yêu, đó là điều tất yếu! Vậy nên làm sao có thể bỏ qua tiệc sinh nhật Special lần này với sự tham gia đặc biệt của khách mời: Trang Pháp!
Tham gia ngay minigame từ Bia Saigon Special để giành ngay cơ hội nhận: 🏆 Birthday Special Prize dành cho Bảo Bình tại TP.HCM
❤️ Tiệc sinh nhật trị giá 5.000.000 VNĐ tại Social Local Nguyễn Huệ (ngày 24/02)
❤️ Không giới hạn bạn bè chung vui
❤️ Sự góp mặt của Special Guest: Trang Pháp
❤️ Và 1 món quà bí ẩn từ nhà Special dành cho cả nhà khi tham gia Special Birthday! Chuyến này không hay không về, Bảo Bình tham gia ngay bằng cách:
Comment nét tính cách đặc trưng cung Bảo Bình của bạn - kèm [ngày sinh] + [số may mắn từ 100 - 999]
Ví dụ: Độc lập, tự do, hạnh phúc - 17/02 - 024 ♑️ Hạn đăng ký kết thúc vào: 23/02/2024
♑️ Thời gian lên đồ quẩy tiệc cho cả nhà: 24/02/2024 tại Social Local Nguyễn Huệ Tham gia ngay thôi! #BiaSaigonSpecial #NhinLaThaySpecial
*Ở mỗi tranh luận, quyết định cuối cùng sẽ thuộc về Bia Saigon Special",🏆,"['#BiaSaigonSpecial', '#NhinLaThaySpecial']"
2024-02-06 10:00:00,251,"Thích, Yêu thích và Phẫn nộ",50,"🎊 KHÔNG CHỈ BỘI LỘC 2 NGÀY 1 ĐÊM MÀ BỘI LỘC CẢ 365 NGÀY CÙNG BIA SAIGON 👉 Thấy Bia Saigon là thấy lộc, mà lần này là lộc từ ngũ hành trong Hộp Quà Bội Lộc - siêu phẩm quà Tết cho năm Rồng. 🎉 Các thành viên của 2 Ngày 1 Đêm đã cùng nhau trải nghiệm, bạn cũng có thể sở hữu cho mình lộc rồng khi mua 3 thùng Bia Saigon Chill, Bia Saigon Special hoặc Bia Saigon Gold bất kỳ tại các siêu thị hoặc sàn thương mại điện tử! 🍺 Cheer đủ ngũ lộc Bia Saigon, nhận những lời chúc ý nghĩa để cùng nhau tiến vào một năm Rồng bùng nổ nhé!
#BiaSaigon #ThayBiaSaigonLaThayLoc #DonTetRongNhanBoiLoc",🎊👉🎉🍺,"['#BiaSaigon', '#ThayBiaSaigonLaThayLoc', '#DonTetRongNhanBoiLoc']"
2024-02-01 10:46:00,236,"Thích, Yêu thích và Buồn",117,"[KẾT QUẢ LIVESTREAM TUẦN 8] CÔNG BỐ 11 NGƯỜI MAY MẮN NHẬN BỘI LỘC, KẾT THÚC CHUỖI ĐẾM NGƯỢC TRÚNG VÀNG 🎉 🧧 Bia Saigon yêu thương các bạn chan chứa nên trao giải mãi chưa chán! Chúc mừng 11 bạn đã nhận được 11 lì xì vàng ngay trước thềm Tết Giáp Thìn. 63 ngày đếm ngược đại diện cho 63 tỉnh thành anh em cũng đã đến hồi kết thúc, chúng ta đã cùng nhau đi một chặng đường bội lộc rực rỡ nhỉ? #BiaSaigon #DonTetRongNhanBoiLoc #ThayBiaSaigonLaThayLoc
_________
* Người dưới 18 tuổi không được uống rượu, bia
* Đã uống rượu bia - Không lái xe",🎉🧧,"['#BiaSaigon', '#DonTetRongNhanBoiLoc', '#ThayBiaSaigonLaThayLoc']"
2024-01-31 15:03:00,163,"Thích, Yêu thích và Phẫn nộ",28,,,[]
2024-01-30 19:00:00,2278,"Thích, Yêu thích và Phẫn nộ",5151,"[Minigame] ”NHẮM” VỊ NÀO – CẢ NĂM DẠT DÀO BIA ĐÓ 👁
Với hàng loạt những tên tuổi khuynh đảo các bàn tiệc, cũng dễ hiểu thôi khi Bia Saigon khiến hội yêu bia “hoa mắt” vì nhìn đâu cũng thấy bia 👀 “Chụp ngay” cái tên Bia Saigon đầu tiên các chiến hữu nhìn thấy và khoe với Bia Saigon để nhận quà cực đã 💪 👉Bước 1: Like page Bia Saigon và bắt đầu “Soi” hình, tìm tên Bia Saigon.
👉Bước 2: Chụp ngay hàng chữ tên Bia Saigon mà bạn nhìn thấy sau đó bình luận dưới bài đăng này, kèm theo một con số may mắn từ 001- 999.
👉Bước 3: Tag thêm 3 người bạn và chờ kết quả từ Bia Saigon thôi. 🎁 Phần thưởng dành cho các chiến hữu may mắn chính là 20 Evoucher GotIt trị giá 100.000vnd/voucher. Thời gian để “săn tên” Bia Saigon và quẩy minigame chỉ kéo dài từ 30/01/2024 tới 07/02/2024 💨💨💨 Tham gia ngay minigame để thử mắt, thử luôn độ may mắn của mình và nhận quà từ Bia Saigon nào anh em 😎 #BiaSaigon #BiaSaigonSpecial #BiaSaigonExportPremium #BiaSaigonChill #BiaSaigonGold",👁👀💪👉👉👉🎁💨💨💨😎,"['#BiaSaigon', '#BiaSaigonSpecial', '#BiaSaigonExportPremium', '#BiaSaigonChill', '#BiaSaigonGold']"
2024-01-27 19:21:00,667,"Thích, Yêu thích và Buồn",294,"🌟 [LIVESTREAM TUẦN 8] QUAY SỐ TRÚNG VÀNG TUẦN CUỐI - KẾT THÚC 63 NGÀY ĐẾM NGƯỢC TRÚNG VÀNG ĐẾN TẾT. ⏳Giờ là lúc nhìn lại xem một năm vừa trải qua, cùng xem ai trúng vàng cùng Ngọc Phước trong tuần 8. Tuần cuối rồi bồi hồi quá mọi người ơi! Ngoài ra còn có nhiều quà tặng hấp dẫn và một khách mời bất ngờ đang chờ đón bạn tại MM Mega Mart!
Thấy Bia Saigon là thấy Lộc, lên bia cùng Ngọc Phước ngay!
#BiaSaigon #DonTetRongNhanBoiLoc #ThayBiaSaigonLaThayLoc",🌟,"['#BiaSaigon', '#DonTetRongNhanBoiLoc', '#ThayBiaSaigonLaThayLoc']"
2024-01-25 18:45:00,286,"Thích, Yêu thích và Phẫn nộ",32,"🐉CHÚC MỪNG NHỮNG PHẦN QUÀ TIẾP THEO ĐÃ ĐƯỢC UNLOCK ✨Cùng Bia Saigon chia sẻ niềm vui với những chiến binh rồng tiếp theo chạm tay vào kho báu của Dragon Gem! 🎉 Check ngay để xem tên mình có tại danh sách trúng thưởng không nhé: https://bit.ly/3RNmlRr ✨ 🔥 Nếu bạn chưa giành được quà? Đừng lo, Dragon Gem vẫn còn 1 đợt săn quà nữa và giải đặc biệt 300 triệu đồng vẫn chưa có chủ nhân 🔍💰 💎 Tham gia game bằng cách nhấn vào link: Dragongem.biasaigon.vn để săn rồng, đánh quái và có cơ hội sở hữu ngay các phần quà giá trị nhé 🐉 #BiaSaigon #DragonGem #SanRongNhanLoc",🐉✨🎉✨🔥🔍💰💎🐉,"['#BiaSaigon', '#DragonGem', '#SanRongNhanLoc']"
2024-01-25 12:32:00,89,"Thích, Yêu thích và Phẫn nộ",0,,,
2024-01-25 12:32:00,89,"Thích, Yêu thích và Phẫn nộ",0,,,
2024-01-25 12:32:00,89,"Thích, Yêu thích và Phẫn nộ",0,,,
2024-01-25 12:32:00,89,"Thích, Yêu thích và Phẫn nộ",0,,,
2024-01-25 12:32:00,89,"Thích, Yêu thích và Phẫn nộ",0,,,
2024-01-25 12:32:00,89,"Thích, Yêu thích và Phẫn nộ",0,,,
2024-01-25 11:49:00,255,"Thích, Yêu thích và Wow",54,"🎉 [KẾT QUẢ LIVESTREAM TUẦN 7] VUI GÌ CHO BẰNG CHƯA ĐẾN TẾT ĐÃ NHẬN LÌ XÌ 🧧 Lì xì về tay ai rồi? Ắt hẳn các bạn đã vui từ khi Jun Phạm quay số rồi nhưng Bia Saigon chính thức công bố bảng vàng ngay đây! 5 người cực kỳ may mắn đã trúng thưởng 4 chỉ vàng cùng Bia Saigon. 👉 Thấy Bia Saigon là thấy lộc! Chỉ còn tuần cuối cùng để ghi tên mình lên danh sách trúng thưởng thôi, đăng ảnh ngay nào các bạn ơi!
#BiaSaigon #DonTetRongNhanBoiLoc #ThayBiaSaigonLaThayLoc
_________
* Người dưới 18 tuổi không được uống rượu, bia
* Đã uống rượu bia - Không lái xe",🎉🧧👉,"['#BiaSaigon', '#DonTetRongNhanBoiLoc', '#ThayBiaSaigonLaThayLoc']"
2024-01-23 19:00:00,145,"Thích, Yêu thích và Thương thương",14,"PHẦN QUÀ CỰC KHỦNG TẠI DRAGON GEM BY BIA SAIGON 🎁 ✨Hệ thống giải thưởng trong Dragon Gem by Bia Saigon đúng là làm nức lòng game thủ mà! Nhào vô giành lẹ chứ quà xịn không chờ đợi ai nhé anh em ơi! ✨ Điện thoại iPhone 15 Pro Max 256GB
🎮 Máy chơi game PlayStation 5
🎁 Đồng hồ Apple Watch Series 9
👾 Máy chơi game Nintendo Switch OLED
✨Và giải đặc biệt tận 300 TRIỆU ĐỒNG 💰 💎 Còn chần chờ gì nữa, nhanh tay săn Rồng nhận lộc ngay bằng cách đăng nhập vào link: https://dragongem.biasaigon.vn hoặc scan mã QR trong poster nhé! 🏃‍♂️🏃‍♀️🐉 #BiaSaigon #DragonGem #SanRongNhanLoc",🎁✨✨🎮🎁👾✨💰💎🏃🏃🐉,"['#BiaSaigon', '#DragonGem', '#SanRongNhanLoc']"
2024-01-23 15:13:00,241,"Thích, Yêu thích và Phẫn nộ",4,,,[]
2024-01-22 19:00:00,235,"Thích, Yêu thích và Wow",28,"✨SĂN RỒNG AR TẠI DRAGON GEM BY BIA SAIGON, MỞ NGAY KHO BÁU 300 TRIỆU Với hàng loạt giải thưởng giá trị và nội dung ấn tượng, không ai có thể bỏ qua sức hút của tựa game Dragon Gem by Bia Saigon! Đặc biệt, cơ hội trở thành chủ nhân của các giải thưởng cũng có thể là chính bạn với cách chơi cực đơn giản: 1️⃣ Scan mã QR trong video hoặc nhấn vào đường link: https://dragongem.biasaigon.vn/ để bước vào thế giới rồng thiêng kì bí
2️⃣ Săn rồng, đánh quái và đổi ngay các voucher lên đến 100K
3️⃣Với mỗi mã săn rồng, hàng tuần, bạn sẽ được tham gia quay trúng thưởng các Iphone 15 Promax, PlayStation 5, Apple Watch, Nintendo Switch ✨ Không chỉ vậy, bật mí nhỏ, giải thưởng đặc biệt 300 triệu vẫn chưa có chủ nhân. Mở ngay điện thoại và săn rồng thôi các bạn ơi!!! 🏹🐉 #BiaSaigon #DragonGem #SanRongNhanLoc",✨✨🏹🐉,"['#BiaSaigon', '#DragonGem', '#SanRongNhanLoc']"
2024-01-20 21:00:00,14125,"Thích, Yêu thích và Thương thương",15381,"[LIVESTREAM TUẦN 8] CHỤP ẢNH, TRÚNG VÀNG! 🎉 Chốt sổ chốt đơn livestream tuần cuối cùng trong chuỗi đếm ngược đến Tết cùng Bia Saigon nà bà con ơi! Rộn ràng lên, nhanh cái tay đăng ảnh lên vì còn có 1 cơ hội trúng 4 chỉ vàng nữa thôi. Host tuần này chắc chắn sẽ mang đến những phút giây ấn tượng. 🎊 Cùng Ngọc Phước lên bia tại MM Mega Market An Phú, tới nhận lì xì và nhiều món quà hấp dẫn ê hề ê hề khác cùng Bia Saigon nhé! Các thức chơi chắc các bạn cũng đã thuộc lòng, chọn một pô hình thật cháy cùng Bia Saigon để tham gia quay số trúng vàng vào thứ 7, ngày 27/1/2024 tại MM Mega Market nhé! #BiaSaigon #DonTetRongNhanBoiLoc #ThayBiaSaigonLaThayLoc",🎉🎊,"['#BiaSaigon', '#DonTetRongNhanBoiLoc', '#ThayBiaSaigonLaThayLoc']"
2024-01-20 19:50:00,748,"Thích, Yêu thích và Thương thương",752,"[LIVESTREAM TUẦN 7] JUN PHẠM TRAO LÌ XÌ VÀNG CÙNG NHIỀU QUÀ TẶNG TẠI EMART PHAN VĂN TRỊ. Thấm thoắt đã đến thứ bảy, lại đến ngày hóng lì xì vàng! Ai ở nhà thì bật livestream, ai đi siêu thị thì lên đồ để gặp ngay idol Jun Phạm đang quay số trúng vàng và trao ngàn giải thưởng cùng Bia Saigon nhé! Thấy Bia Saigon là thấy Lộc, đừng bỏ lỡ cơ hội nhận liền tay nhiều giải thưởng giá trị!
#BiaSaigon #DonTetRongNhanBoiLoc #ThayBiaSaigonLaThayLoc
_________
* Người dưới 18 tuổi không được uống rượu, bia
* Đã uống rượu bia - Không lái xe",,"['#BiaSaigon', '#DonTetRongNhanBoiLoc', '#ThayBiaSaigonLaThayLoc']"
2024-01-19 13:27:00,294,"Thích, Yêu thích và Buồn",235,"[KẾT QUẢ LIVESTREAM TUẦN 6] DIỆU LÂM PHÁT LỘC 9 BẠN NGAY TẠI LOTTE MART 🧧Rốp rẻng 9 bao lì xì vàng đã trao, có vẻ là số 8 rất có vía trúng vàng nha các bạn! Ai được xướng tên thì giơ tay cho Bia Saigon cùng chúc mừng nào. 🎉 Vào xin vía ngay 9 người may mắn liền để tuần sau tới lượt mình. Chỉ còn 2 tuần đếm ngược, 2 livestream còn lại để trúng vàng đón Tết cùng Bia Saigon! Chần chờ gì mà không tham gia ngay, chụp ảnh siêu dễ, trúng vàng siêu hời! #BiaSaigon #DonTetRongNhanBoiLoc #ThayBiaSaigonLaThayLoc
_________
* Người dưới 18 tuổi không được uống rượu, bia
* Đã uống rượu bia - Không lái xe",🧧🎉,"['#BiaSaigon', '#DonTetRongNhanBoiLoc', '#ThayBiaSaigonLaThayLoc']"
2024-01-18 17:40:00,86,"Thích, Yêu thích và Thương thương",0,,,
2024-01-18 17:40:00,86,"Thích, Yêu thích và Thương thương",0,,,
2024-01-18 17:40:00,86,"Thích, Yêu thích và Thương thương",0,,,
2024-01-18 17:40:00,86,"Thích, Yêu thích và Thương thương",0,,,
2024-01-18 17:40:00,86,"Thích, Yêu thích và Thương thương",0,,,
2024-01-18 17:40:00,86,"Thích, Yêu thích và Thương thương",0,,,
2024-01-18 16:06:00,271,"Thích, Yêu thích và Phẫn nộ",8,,,[]
2024-01-17 19:00:00,448,"Thích, Yêu thích và Haha",190,"MỞ LON CAO MỚI, ĐÓN LỘC QUÀ XUÂN Chấn động chuyến này vì Bia Saigon Lager không những có phiên bản giới hạn mới trong năm rồng mà còn mang đến cho anh em một món quà cực xịn. Anh em sẽ nhận ngay một túi tote và một áo thun cực ngầu khi mua Bia Saigon Lager phiên bản lon cao trên các sàn thương mại điện tử. Số lượng quà có hạn đó nha, cùng săn ngay phiên bản đặc biệt cho tết Giáp Thìn và quà cực ngầu tại
Lazada: https://s.lazada.vn/s.3jS1b
Shopee: https://shp.ee/a1k6lve #BiaSaigon #BiaSaigonLagerLonCao #MoLonCaoMoi #DonLocRongCaoVut
_________
Nồng độ cồn 4.3%
Dưới 18 tuổi không được uống rượu, bia
Đã uống rượu bia - Không lái xe
Quà tặng có thể hết trước khi chương trình kết thúc",,"['#BiaSaigon', '#BiaSaigonLagerLonCao', '#MoLonCaoMoi', '#DonLocRongCaoVut']"
2024-01-16 18:30:00,236,"Thích, Yêu thích và Thương thương",11,"BÙNG NỔ TẠI ĐẠI HỘI CHIẾN BINH RỒNG - SĂN NGỌC RỒNG CÙNG NGƯỜI NỔI TIẾNG Sự kiện chính thức ra mắt AR Dragon Gem by Bia Saigon đã triệu hồi được năm trăm anh em chiến binh hội tụ, quả là một màn ra quân ấn tượng 🔥 Misthy, Hà Tiều Phu, Chim sẻ đi nắng và ADC Gaming đã dẫn dắt đội mình đánh boss cực tận tình! Không chỉ vậy, hai chiến binh B RAY và Lê Dương Bảo Lâm cũng đã kịp đổ bộ cheer Bia Saigon và thử tài săn rồng siêu gây cấn 😎 Bật mí! Đây chỉ là khởi đầu cho nhiều hoạt động cực cháy cực hấp dẫn khác của Dragon Gem. Đừng quên kho báu 300 triệu và hàng loạt giải thưởng công nghệ khác đang đợi bạn! Chơi game ngay bằng cách nhấn vào link https://dragongem.biasaigon.vn và scan sản phẩm Bia Saigon bất kỳ nhé 🐉 #BiaSaigon #DragonGem #SanRongNhanLoc",🔥😎🐉,"['#BiaSaigon', '#DragonGem', '#SanRongNhanLoc']"
2024-01-13 20:45:00,11931,"Thích, Yêu thích và Thương thương",14310,"[LIVESTREAM TUẦN 7] CHỤP ẢNH, TRÚNG VÀNG! 🎉 Thỏ trắng mang may mắn, Jun Phạm trao lì xì vàng tại Emart Phan Văn Trị! Đi siêu thị gặp idol nào mọi người ơi. 👉 Jun Phạm sẽ tiếp tục trao 8 bao lì xì vàng trị giá 4 chỉ mỗi bao, và trực tiếp giao lưu cùng mọi người ngay tại siêu thị. Chọn một pô hình thật cháy cùng Bia Saigon để tham gia quay số trúng vàng vào thứ 7, ngày 20/1/2024 tại Emart Phan Văn Trị nhé!
_________
🍺 CÁCH THỨC THAM GIA 1️⃣ Chụp ảnh với bạn bè cùng sản phẩm Bia Saigon phiên bản giới hạn Tết Rồng
2️⃣ Bình luận ảnh kèm con số may mắn gồm 4 chữ số vào mỗi bài đăng được yêu cầu trước mỗi phiên Livestream
3️⃣ Theo dõi thời gian livestream và nhận ngay lộc vàng Bia Saigon Thông tin chi tiết về chương trình: http://bit.ly/TheLeChuongtrinhDonTetRongNhanBoiLocCungBiaSaigon #BiaSaigon #DonTetRongNhanBoiLoc #ThayBiaSaigonLaThayLoc
_________
* Người dưới 18 tuổi không được uống rượu, bia
* Đã uống rượu bia - Không lái xe",🎉👉🍺,"['#BiaSaigon', '#DonTetRongNhanBoiLoc', '#ThayBiaSaigonLaThayLoc']"
